2025 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [Event:31496 Phase:FinalResults Generated:2025-06-16T10:38:57 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,108,Bradfield,121997,Cammeray (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,124,-9.71
NSW,108,Bradfield,121997,Cammeray (Bradfield),36047,BOELE,Nicolette,7,Y,N,IND,Independent,208,9.71
NSW,108,Bradfield,2011,Castle Cove,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,833,-3.1
NSW,108,Bradfield,2011,Castle Cove,36047,BOELE,Nicolette,7,Y,N,IND,Independent,737,3.1
NSW,108,Bradfield,2012,Castlecrag,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,395,-6.12
NSW,108,Bradfield,2012,Castlecrag,36047,BOELE,Nicolette,7,Y,N,IND,Independent,510,6.12
NSW,108,Bradfield,79987,Chatswood (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,455,-5.14
NSW,108,Bradfield,79987,Chatswood (Bradfield),36047,BOELE,Nicolette,7,Y,N,IND,Independent,636,5.14
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,1743,-2.85
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,2083,2.85
NSW,108,Bradfield,33766,Chatswood East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,292,-1.49
NSW,108,Bradfield,33766,Chatswood East,36047,BOELE,Nicolette,7,Y,N,IND,Independent,365,1.49
NSW,108,Bradfield,56721,Chatswood West (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,338,2.35
NSW,108,Bradfield,56721,Chatswood West (Bradfield),36047,BOELE,Nicolette,7,Y,N,IND,Independent,398,-2.35
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,582,1.33
NSW,108,Bradfield,97898,Crows Nest BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,669,-1.33
NSW,108,Bradfield,65455,EAV Bradfield PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,6,-20
NSW,108,Bradfield,65455,EAV Bradfield PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,12,20
NSW,108,Bradfield,194,Gordon,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,819,-6.12
NSW,108,Bradfield,194,Gordon,36047,BOELE,Nicolette,7,Y,N,IND,Independent,1008,6.12
NSW,108,Bradfield,195,Gordon East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,582,-2.29
NSW,108,Bradfield,195,Gordon East,36047,BOELE,Nicolette,7,Y,N,IND,Independent,728,2.29
NSW,108,Bradfield,33948,Gordon PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,3536,-2.68
NSW,108,Bradfield,33948,Gordon PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,3615,2.68
NSW,108,Bradfield,196,Gordon West,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,588,-3.38
NSW,108,Bradfield,196,Gordon West,36047,BOELE,Nicolette,7,Y,N,IND,Independent,730,3.38
NSW,108,Bradfield,98115,Haymarket BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,158,-2.23
NSW,108,Bradfield,98115,Haymarket BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,185,2.23
NSW,108,Bradfield,65110,Hornsby BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,368,-4.89
NSW,108,Bradfield,65110,Hornsby BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,375,4.89
NSW,108,Bradfield,97630,Killara,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,283,-10.65
NSW,108,Bradfield,97630,Killara,36047,BOELE,Nicolette,7,Y,N,IND,Independent,397,10.65
NSW,108,Bradfield,199,Killara East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,732,-5.33
NSW,108,Bradfield,199,Killara East,36047,BOELE,Nicolette,7,Y,N,IND,Independent,812,5.33
NSW,108,Bradfield,98075,Lindfield,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,717,1.21
NSW,108,Bradfield,98075,Lindfield,36047,BOELE,Nicolette,7,Y,N,IND,Independent,628,-1.21
NSW,108,Bradfield,97405,Lindfield Central,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,180,-4.39
NSW,108,Bradfield,97405,Lindfield Central,36047,BOELE,Nicolette,7,Y,N,IND,Independent,201,4.39
NSW,108,Bradfield,202,Lindfield East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,787,-1.08
NSW,108,Bradfield,202,Lindfield East,36047,BOELE,Nicolette,7,Y,N,IND,Independent,876,1.08
NSW,108,Bradfield,203,Lindfield North,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,893,-3.22
NSW,108,Bradfield,203,Lindfield North,36047,BOELE,Nicolette,7,Y,N,IND,Independent,1156,3.22
NSW,108,Bradfield,204,Lindfield West,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,795,-2.75
NSW,108,Bradfield,204,Lindfield West,36047,BOELE,Nicolette,7,Y,N,IND,Independent,855,2.75
NSW,108,Bradfield,109349,Macquarie Park BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,158,-6.19
NSW,108,Bradfield,109349,Macquarie Park BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,178,6.19
NSW,108,Bradfield,2026,Naremburn,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,668,-9.12
NSW,108,Bradfield,2026,Naremburn,36047,BOELE,Nicolette,7,Y,N,IND,Independent,1168,9.12
NSW,108,Bradfield,133,Normanhurst (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,27,-6.51
NSW,108,Bradfield,133,Normanhurst (Bradfield),36047,BOELE,Nicolette,7,Y,N,IND,Independent,36,6.51
NSW,108,Bradfield,2029,Northbridge,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,351,-1.32
NSW,108,Bradfield,2029,Northbridge,36047,BOELE,Nicolette,7,Y,N,IND,Independent,336,1.32
NSW,108,Bradfield,2030,Northbridge East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,822,-2.45
NSW,108,Bradfield,2030,Northbridge East,36047,BOELE,Nicolette,7,Y,N,IND,Independent,853,2.45
NSW,108,Bradfield,83679,Pennant Hills BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,308,-4.12
NSW,108,Bradfield,83679,Pennant Hills BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,287,4.12
NSW,108,Bradfield,206,Pymble,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,591,-4.74
NSW,108,Bradfield,206,Pymble,36047,BOELE,Nicolette,7,Y,N,IND,Independent,611,4.74
NSW,108,Bradfield,137,Pymble North,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,840,-3.97
NSW,108,Bradfield,137,Pymble North,36047,BOELE,Nicolette,7,Y,N,IND,Independent,828,3.97
NSW,108,Bradfield,207,Pymble West,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,749,-1.68
NSW,108,Bradfield,207,Pymble West,36047,BOELE,Nicolette,7,Y,N,IND,Independent,918,1.68
NSW,108,Bradfield,208,Roseville,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,590,-4.88
NSW,108,Bradfield,208,Roseville,36047,BOELE,Nicolette,7,Y,N,IND,Independent,705,4.88
NSW,108,Bradfield,210,Roseville East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,620,-1.6
NSW,108,Bradfield,210,Roseville East,36047,BOELE,Nicolette,7,Y,N,IND,Independent,604,1.6
NSW,108,Bradfield,2032,Roseville South,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,406,-3.14
NSW,108,Bradfield,2032,Roseville South,36047,BOELE,Nicolette,7,Y,N,IND,Independent,446,3.14
NSW,108,Bradfield,129,South Turramurra,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,430,-3.48
NSW,108,Bradfield,129,South Turramurra,36047,BOELE,Nicolette,7,Y,N,IND,Independent,608,3.48
NSW,108,Bradfield,142,South Turramurra Heights,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,899,-4.44
NSW,108,Bradfield,142,South Turramurra Heights,36047,BOELE,Nicolette,7,Y,N,IND,Independent,1149,4.44
NSW,108,Bradfield,108444,Special Hospital Team 1,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,119,-3.54
NSW,108,Bradfield,108444,Special Hospital Team 1,36047,BOELE,Nicolette,7,Y,N,IND,Independent,79,3.54
NSW,108,Bradfield,109205,Special Hospital Team 2,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,95,16.34
NSW,108,Bradfield,109205,Special Hospital Team 2,36047,BOELE,Nicolette,7,Y,N,IND,Independent,24,-16.34
NSW,108,Bradfield,123948,Special Hospital Team 3,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,179,11.5
NSW,108,Bradfield,123948,Special Hospital Team 3,36047,BOELE,Nicolette,7,Y,N,IND,Independent,59,-11.5
NSW,108,Bradfield,211,St Ives,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,709,-7.99
NSW,108,Bradfield,211,St Ives,36047,BOELE,Nicolette,7,Y,N,IND,Independent,635,7.99
NSW,108,Bradfield,212,St Ives Chase,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,434,-0.53
NSW,108,Bradfield,212,St Ives Chase,36047,BOELE,Nicolette,7,Y,N,IND,Independent,286,0.53
NSW,108,Bradfield,188,St Ives East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,756,-5.67
NSW,108,Bradfield,188,St Ives East,36047,BOELE,Nicolette,7,Y,N,IND,Independent,602,5.67
NSW,108,Bradfield,213,St Ives North,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,676,-3.81
NSW,108,Bradfield,213,St Ives North,36047,BOELE,Nicolette,7,Y,N,IND,Independent,586,3.81
NSW,108,Bradfield,83553,St Ives PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,3297,-0.88
NSW,108,Bradfield,83553,St Ives PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,2190,0.88
NSW,108,Bradfield,214,St Ives South,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,699,-3.54
NSW,108,Bradfield,214,St Ives South,36047,BOELE,Nicolette,7,Y,N,IND,Independent,643,3.54
NSW,108,Bradfield,2033,St Leonards (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,136,-0.35
NSW,108,Bradfield,2033,St Leonards (Bradfield),36047,BOELE,Nicolette,7,Y,N,IND,Independent,208,0.35
NSW,108,Bradfield,109340,Turramurra BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,3534,1.86
NSW,108,Bradfield,109340,Turramurra BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,2598,-1.86
NSW,108,Bradfield,140,Turramurra Central,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,250,-4.76
NSW,108,Bradfield,140,Turramurra Central,36047,BOELE,Nicolette,7,Y,N,IND,Independent,252,4.76
NSW,108,Bradfield,141,Turramurra North,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,712,-1.71
NSW,108,Bradfield,141,Turramurra North,36047,BOELE,Nicolette,7,Y,N,IND,Independent,676,1.71
NSW,108,Bradfield,130,Turramurra Valley,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,73,-18.7
NSW,108,Bradfield,130,Turramurra Valley,36047,BOELE,Nicolette,7,Y,N,IND,Independent,73,18.7
NSW,108,Bradfield,108401,Ultimo (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,13,-15.7
NSW,108,Bradfield,108401,Ultimo (Bradfield),36047,BOELE,Nicolette,7,Y,N,IND,Independent,10,15.7
NSW,108,Bradfield,97589,Ultimo BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,58,-11.37
NSW,108,Bradfield,97589,Ultimo BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,100,11.37
NSW,108,Bradfield,143,Wahroonga,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,367,-1.22
NSW,108,Bradfield,143,Wahroonga,36047,BOELE,Nicolette,7,Y,N,IND,Independent,293,1.22
NSW,108,Bradfield,144,Wahroonga East,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,884,-7.56
NSW,108,Bradfield,144,Wahroonga East,36047,BOELE,Nicolette,7,Y,N,IND,Independent,877,7.56
NSW,108,Bradfield,83551,Wahroonga North,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,132,-5.13
NSW,108,Bradfield,83551,Wahroonga North,36047,BOELE,Nicolette,7,Y,N,IND,Independent,138,5.13
NSW,108,Bradfield,83552,Wahroonga South,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,413,-6.29
NSW,108,Bradfield,83552,Wahroonga South,36047,BOELE,Nicolette,7,Y,N,IND,Independent,333,6.29
NSW,108,Bradfield,147,Warrawee,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,894,-2.61
NSW,108,Bradfield,147,Warrawee,36047,BOELE,Nicolette,7,Y,N,IND,Independent,1119,2.61
NSW,108,Bradfield,2035,Willoughby,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,771,-4.13
NSW,108,Bradfield,2035,Willoughby,36047,BOELE,Nicolette,7,Y,N,IND,Independent,1012,4.13
NSW,108,Bradfield,97904,Willoughby BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,4519,-10.97
NSW,108,Bradfield,97904,Willoughby BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,4579,10.97
NSW,108,Bradfield,2036,Willoughby North,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,739,-8.09
NSW,108,Bradfield,2036,Willoughby North,36047,BOELE,Nicolette,7,Y,N,IND,Independent,908,8.09
NSW,108,Bradfield,83554,Willoughby South,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,454,-5.89
NSW,108,Bradfield,83554,Willoughby South,36047,BOELE,Nicolette,7,Y,N,IND,Independent,537,5.89
NSW,108,Bradfield,108402,Wynyard (Bradfield),41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,15,-3.12
NSW,108,Bradfield,108402,Wynyard (Bradfield),36047,BOELE,Nicolette,7,Y,N,IND,Independent,17,3.13
NSW,108,Bradfield,97606,Wynyard BRADFIELD PPVC,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,419,1.62
NSW,108,Bradfield,97606,Wynyard BRADFIELD PPVC,36047,BOELE,Nicolette,7,Y,N,IND,Independent,351,-1.62
NSW,109,Calare,219,Barry,36348,GEE,Andrew,7,Y,Y,IND,Independent,95,46.8
NSW,109,Calare,219,Barry,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,108,53.2
NSW,109,Calare,220,Bathurst,36348,GEE,Andrew,7,Y,Y,IND,Independent,542,59.69
NSW,109,Calare,220,Bathurst,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,366,40.31
NSW,109,Calare,221,Bathurst Central,36348,GEE,Andrew,7,Y,Y,IND,Independent,625,58.85
NSW,109,Calare,221,Bathurst Central,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,437,41.15
NSW,109,Calare,31071,Bathurst City,36348,GEE,Andrew,7,Y,Y,IND,Independent,518,50.93
NSW,109,Calare,31071,Bathurst City,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,499,49.07
NSW,109,Calare,244,Bathurst Eglinton,36348,GEE,Andrew,7,Y,Y,IND,Independent,576,56.64
NSW,109,Calare,244,Bathurst Eglinton,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,441,43.36
NSW,109,Calare,223,Bathurst North,36348,GEE,Andrew,7,Y,Y,IND,Independent,311,64.26
NSW,109,Calare,223,Bathurst North,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,173,35.74
NSW,109,Calare,33861,Bathurst PPVC,36348,GEE,Andrew,7,Y,Y,IND,Independent,6409,52.17
NSW,109,Calare,33861,Bathurst PPVC,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,5877,47.83
NSW,109,Calare,225,Bathurst South,36348,GEE,Andrew,7,Y,Y,IND,Independent,385,63.43
NSW,109,Calare,225,Bathurst South,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,222,36.57
NSW,109,Calare,227,Bathurst West,36348,GEE,Andrew,7,Y,Y,IND,Independent,714,59.01
NSW,109,Calare,227,Bathurst West,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,496,40.99
NSW,109,Calare,98031,Bathurst Windradyne PPVC,36348,GEE,Andrew,7,Y,Y,IND,Independent,2335,52.5
NSW,109,Calare,98031,Bathurst Windradyne PPVC,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,2113,47.5
NSW,109,Calare,1750,Black Springs,36348,GEE,Andrew,7,Y,Y,IND,Independent,89,44.06
NSW,109,Calare,1750,Black Springs,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,113,55.94
NSW,109,Calare,228,Blayney,36348,GEE,Andrew,7,Y,Y,IND,Independent,791,51.83
NSW,109,Calare,228,Blayney,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,735,48.17
NSW,109,Calare,2157,Borenore,36348,GEE,Andrew,7,Y,Y,IND,Independent,134,52.14
NSW,109,Calare,2157,Borenore,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,123,47.86
NSW,109,Calare,236,Canobolas,36348,GEE,Andrew,7,Y,Y,IND,Independent,159,59.77
NSW,109,Calare,236,Canobolas,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,107,40.23
NSW,109,Calare,2161,Canowindra,36348,GEE,Andrew,7,Y,Y,IND,Independent,586,60.35
NSW,109,Calare,2161,Canowindra,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,385,39.65
NSW,109,Calare,237,Capertee,36348,GEE,Andrew,7,Y,Y,IND,Independent,79,50.32
NSW,109,Calare,237,Capertee,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,78,49.68
NSW,109,Calare,238,Carcoar,36348,GEE,Andrew,7,Y,Y,IND,Independent,116,56.86
NSW,109,Calare,238,Carcoar,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,88,43.14
NSW,109,Calare,2162,Cargo,36348,GEE,Andrew,7,Y,Y,IND,Independent,138,54.55
NSW,109,Calare,2162,Cargo,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,115,45.45
NSW,109,Calare,2170,Cudal,36348,GEE,Andrew,7,Y,Y,IND,Independent,188,53.56
NSW,109,Calare,2170,Cudal,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,163,46.44
NSW,109,Calare,242,Cullen Bullen,36348,GEE,Andrew,7,Y,Y,IND,Independent,98,68.53
NSW,109,Calare,242,Cullen Bullen,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,45,31.47
NSW,109,Calare,2171,Cumnock,36348,GEE,Andrew,7,Y,Y,IND,Independent,119,48.97
NSW,109,Calare,2171,Cumnock,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,124,51.03
NSW,109,Calare,83546,Dubbo CALARE PPVC,36348,GEE,Andrew,7,Y,Y,IND,Independent,336,56.57
NSW,109,Calare,83546,Dubbo CALARE PPVC,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,258,43.43
NSW,109,Calare,65499,EAV Calare PPVC,36348,GEE,Andrew,7,Y,Y,IND,Independent,6,54.55
NSW,109,Calare,65499,EAV Calare PPVC,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,5,45.45
NSW,109,Calare,2183,Eugowra,36348,GEE,Andrew,7,Y,Y,IND,Independent,259,68.52
NSW,109,Calare,2183,Eugowra,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,119,31.48
NSW,109,Calare,2191,Geurie,36348,GEE,Andrew,7,Y,Y,IND,Independent,190,54.91
NSW,109,Calare,2191,Geurie,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,156,45.09
NSW,109,Calare,252,Gulgong,36348,GEE,Andrew,7,Y,Y,IND,Independent,650,58.35
NSW,109,Calare,252,Gulgong,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,464,41.65
NSW,109,Calare,253,Hampton,36348,GEE,Andrew,7,Y,Y,IND,Independent,47,44.34
NSW,109,Calare,253,Hampton,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,59,55.66
NSW,109,Calare,254,Hargraves,36348,GEE,Andrew,7,Y,Y,IND,Independent,62,51.24
NSW,109,Calare,254,Hargraves,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,59,48.76
NSW,109,Calare,1767,Hartley,36348,GEE,Andrew,7,Y,Y,IND,Independent,243,56.78
NSW,109,Calare,1767,Hartley,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,185,43.22
NSW,109,Calare,258,Ilford,36348,GEE,Andrew,7,Y,Y,IND,Independent,70,57.38
NSW,109,Calare,258,Ilford,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,52,42.62
NSW,109,Calare,259,Kandos,36348,GEE,Andrew,7,Y,Y,IND,Independent,448,71
NSW,109,Calare,259,Kandos,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,183,29
NSW,109,Calare,260,Kelso,36348,GEE,Andrew,7,Y,Y,IND,Independent,690,54.16
NSW,109,Calare,260,Kelso,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,584,45.84
NSW,109,Calare,232,Lithgow Bowenfels,36348,GEE,Andrew,7,Y,Y,IND,Independent,97,48.26
NSW,109,Calare,232,Lithgow Bowenfels,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,104,51.74
NSW,109,Calare,262,Lithgow Central,36348,GEE,Andrew,7,Y,Y,IND,Independent,478,66.76
NSW,109,Calare,262,Lithgow Central,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,238,33.24
NSW,109,Calare,241,Lithgow Cooerwull,36348,GEE,Andrew,7,Y,Y,IND,Independent,590,64.34
NSW,109,Calare,241,Lithgow Cooerwull,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,327,35.66
NSW,109,Calare,255,Lithgow Hermitage,36348,GEE,Andrew,7,Y,Y,IND,Independent,197,64.59
NSW,109,Calare,255,Lithgow Hermitage,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,108,35.41
NSW,109,Calare,282,Lithgow Oakey Park,36348,GEE,Andrew,7,Y,Y,IND,Independent,135,69.95
NSW,109,Calare,282,Lithgow Oakey Park,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,58,30.05
NSW,109,Calare,33864,Lithgow PPVC,36348,GEE,Andrew,7,Y,Y,IND,Independent,4077,60.62
NSW,109,Calare,33864,Lithgow PPVC,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,2649,39.38
NSW,109,Calare,306,Lithgow Tweed Mills,36348,GEE,Andrew,7,Y,Y,IND,Independent,263,60.6
NSW,109,Calare,306,Lithgow Tweed Mills,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,171,39.4
NSW,109,Calare,265,Lucknow,36348,GEE,Andrew,7,Y,Y,IND,Independent,101,50.75
NSW,109,Calare,265,Lucknow,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,98,49.25
NSW,109,Calare,267,Lyndhurst,36348,GEE,Andrew,7,Y,Y,IND,Independent,66,43.14
NSW,109,Calare,267,Lyndhurst,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,87,56.86
NSW,109,Calare,269,Mandurama,36348,GEE,Andrew,7,Y,Y,IND,Independent,118,62.43
NSW,109,Calare,269,Mandurama,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,71,37.57
NSW,109,Calare,2201,Manildra,36348,GEE,Andrew,7,Y,Y,IND,Independent,259,60.8
NSW,109,Calare,2201,Manildra,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,167,39.2
NSW,109,Calare,272,Meadow Flat,36348,GEE,Andrew,7,Y,Y,IND,Independent,73,43.71
NSW,109,Calare,272,Meadow Flat,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,94,56.29
NSW,109,Calare,273,Millthorpe,36348,GEE,Andrew,7,Y,Y,IND,Independent,415,60.06
NSW,109,Calare,273,Millthorpe,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,276,39.94
NSW,109,Calare,2203,Molong,36348,GEE,Andrew,7,Y,Y,IND,Independent,509,53.81
NSW,109,Calare,2203,Molong,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,437,46.19
NSW,109,Calare,276,Mudgee,36348,GEE,Andrew,7,Y,Y,IND,Independent,476,61.98
NSW,109,Calare,276,Mudgee,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,292,38.02
NSW,109,Calare,277,Mudgee Central,36348,GEE,Andrew,7,Y,Y,IND,Independent,398,60.39
NSW,109,Calare,277,Mudgee Central,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,261,39.61
NSW,109,Calare,33888,Mudgee PPVC,36348,GEE,Andrew,7,Y,Y,IND,Independent,5500,56.09
NSW,109,Calare,33888,Mudgee PPVC,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,4305,43.91
NSW,109,Calare,279,Mudgee South,36348,GEE,Andrew,7,Y,Y,IND,Independent,483,60.6
NSW,109,Calare,279,Mudgee South,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,314,39.4
NSW,109,Calare,2205,Mullion Creek,36348,GEE,Andrew,7,Y,Y,IND,Independent,168,46.67
NSW,109,Calare,2205,Mullion Creek,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,192,53.33
NSW,109,Calare,2207,Mumbil,36348,GEE,Andrew,7,Y,Y,IND,Independent,87,56.86
NSW,109,Calare,2207,Mumbil,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,66,43.14
NSW,109,Calare,2209,Nashdale,36348,GEE,Andrew,7,Y,Y,IND,Independent,197,53.68
NSW,109,Calare,2209,Nashdale,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,170,46.32
NSW,109,Calare,1796,O'Connell,36348,GEE,Andrew,7,Y,Y,IND,Independent,146,49.16
NSW,109,Calare,1796,O'Connell,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,151,50.84
NSW,109,Calare,1795,Oberon,36348,GEE,Andrew,7,Y,Y,IND,Independent,695,48.2
NSW,109,Calare,1795,Oberon,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,747,51.8
NSW,109,Calare,283,Orange,36348,GEE,Andrew,7,Y,Y,IND,Independent,804,63.46
NSW,109,Calare,283,Orange,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,463,36.54
NSW,109,Calare,229,Orange Bletchington,36348,GEE,Andrew,7,Y,Y,IND,Independent,675,60.65
NSW,109,Calare,229,Orange Bletchington,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,438,39.35
