2025 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [Event:31496 Phase:FinalResults Generated:2025-06-16T10:38:57 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
TAS,192,Bass,8291,Bridport,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,410,11.99
TAS,192,Bass,8291,Bridport,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,552,-11.99
TAS,192,Bass,8295,Derby,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,67,8.55
TAS,192,Bass,8295,Derby,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,35,-8.55
TAS,192,Bass,8296,Dilston,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,293,7.02
TAS,192,Bass,8296,Dilston,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,303,-7.02
TAS,192,Bass,8313,East Launceston,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,910,11.28
TAS,192,Bass,8313,East Launceston,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,566,-11.28
TAS,192,Bass,65496,EAV Bass PPVC,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,6,3.89
TAS,192,Bass,65496,EAV Bass PPVC,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,1,-3.89
TAS,192,Bass,8592,Exeter,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,613,10.23
TAS,192,Bass,8592,Exeter,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,506,-10.23
TAS,192,Bass,8301,George Town,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,824,9.29
TAS,192,Bass,8301,George Town,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,595,-9.29
TAS,192,Bass,8302,George Town South,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,587,10.55
TAS,192,Bass,8302,George Town South,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,450,-10.55
TAS,192,Bass,8303,Gladstone,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,81,12.15
TAS,192,Bass,8303,Gladstone,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,72,-12.15
TAS,192,Bass,8599,Glengarry,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,144,4.68
TAS,192,Bass,8599,Glengarry,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,151,-4.68
TAS,192,Bass,8603,Gravelly Beach,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,375,13.64
TAS,192,Bass,8603,Gravelly Beach,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,221,-13.64
TAS,192,Bass,8304,Hillwood,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,212,7.38
TAS,192,Bass,8304,Hillwood,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,183,-7.38
TAS,192,Bass,8305,Invermay Central,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,670,7.88
TAS,192,Bass,8305,Invermay Central,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,266,-7.88
TAS,192,Bass,8306,Invermay South,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,656,11.39
TAS,192,Bass,8306,Invermay South,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,296,-11.39
TAS,192,Bass,8308,Karoola,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,144,8.25
TAS,192,Bass,8308,Karoola,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,131,-8.25
TAS,192,Bass,31784,Kelso,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,186,9.57
TAS,192,Bass,31784,Kelso,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,150,-9.57
TAS,192,Bass,8309,Kings Meadows,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,603,10.17
TAS,192,Bass,8309,Kings Meadows,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,321,-10.17
TAS,192,Bass,97858,Kings Meadows South,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,273,12.37
TAS,192,Bass,97858,Kings Meadows South,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,153,-12.37
TAS,192,Bass,8310,Lady Barron,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,59,13.75
TAS,192,Bass,8310,Lady Barron,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,54,-13.75
TAS,192,Bass,8311,Launceston,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,211,7.26
TAS,192,Bass,8311,Launceston,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,106,-7.26
TAS,192,Bass,33906,Launceston BASS PPVC,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,8421,8.67
TAS,192,Bass,33906,Launceston BASS PPVC,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,6147,-8.67
TAS,192,Bass,8312,Launceston Central,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,670,12.1
TAS,192,Bass,8312,Launceston Central,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,324,-12.1
TAS,192,Bass,8316,Lebrina,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,105,4.77
TAS,192,Bass,8316,Lebrina,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,109,-4.77
TAS,192,Bass,8616,Legana,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,1154,12.92
TAS,192,Bass,8616,Legana,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,902,-12.92
TAS,192,Bass,97469,Legana Central,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,134,0.65
TAS,192,Bass,97469,Legana Central,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,194,-0.65
TAS,192,Bass,8319,Lilydale,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,399,9.91
TAS,192,Bass,8319,Lilydale,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,258,-9.91
TAS,192,Bass,8321,Mowbray,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,422,6.6
TAS,192,Bass,8321,Mowbray,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,192,-6.6
TAS,192,Bass,8288,Newnham,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,1186,10.98
TAS,192,Bass,8288,Newnham,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,538,-10.98
TAS,192,Bass,83667,Newnham South,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,552,13.19
TAS,192,Bass,83667,Newnham South,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,241,-13.19
TAS,192,Bass,8326,Newstead,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,407,8.61
TAS,192,Bass,8326,Newstead,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,271,-8.61
TAS,192,Bass,8328,Norwood,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,1017,14.7
TAS,192,Bass,8328,Norwood,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,774,-14.7
TAS,192,Bass,83668,Norwood North,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,326,10.77
TAS,192,Bass,83668,Norwood North,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,230,-10.77
TAS,192,Bass,8329,Nunamara,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,166,9.49
TAS,192,Bass,8329,Nunamara,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,131,-9.49
TAS,192,Bass,109412,Other Mobile Team 1,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,5,16.79
TAS,192,Bass,109412,Other Mobile Team 1,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,3,-16.79
TAS,192,Bass,109413,Other Mobile Team 2,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,10,14.2
TAS,192,Bass,109413,Other Mobile Team 2,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,7,-14.2
TAS,192,Bass,8332,Pipers River,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,97,2.04
TAS,192,Bass,8332,Pipers River,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,128,-2.04
TAS,192,Bass,8333,Prospect (Bass),41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,194,8.61
TAS,192,Bass,8333,Prospect (Bass),40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,126,-8.6
TAS,192,Bass,109348,Prospect East (Bass),41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,72,2.29
TAS,192,Bass,109348,Prospect East (Bass),40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,64,-2.29
TAS,192,Bass,8334,Ravenswood,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,941,12.25
TAS,192,Bass,8334,Ravenswood,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,359,-12.25
TAS,192,Bass,8335,Ringarooma,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,110,6.64
TAS,192,Bass,8335,Ringarooma,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,149,-6.64
TAS,192,Bass,8336,Riverside,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,814,10.7
TAS,192,Bass,8336,Riverside,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,580,-10.7
TAS,192,Bass,97468,Riverside North,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,230,9.86
TAS,192,Bass,97468,Riverside North,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,245,-9.86
TAS,192,Bass,8864,Rocherlea,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,178,8.27
TAS,192,Bass,8864,Rocherlea,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,90,-8.27
TAS,192,Bass,8340,Scottsdale,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,590,12.28
TAS,192,Bass,8340,Scottsdale,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,750,-12.28
TAS,192,Bass,8671,Sidmouth,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,209,10.39
TAS,192,Bass,8671,Sidmouth,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,205,-10.39
TAS,192,Bass,8314,South Launceston East,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,552,10.37
TAS,192,Bass,8314,South Launceston East,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,326,-10.37
TAS,192,Bass,8330,South Launceston West,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,446,17.43
TAS,192,Bass,8330,South Launceston West,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,159,-17.43
TAS,192,Bass,108418,Special Hospital Team 1,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,81,1.58
TAS,192,Bass,108418,Special Hospital Team 1,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,101,-1.58
TAS,192,Bass,108913,Special Hospital Team 2,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,133,7.48
TAS,192,Bass,108913,Special Hospital Team 2,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,131,-7.48
TAS,192,Bass,109337,Special Hospital Team 3,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,145,3.74
TAS,192,Bass,109337,Special Hospital Team 3,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,165,-3.74
TAS,192,Bass,109804,Special Hospital Team 4,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,201,19.56
TAS,192,Bass,109804,Special Hospital Team 4,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,121,-19.56
TAS,192,Bass,8339,St Leonards,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,503,10.75
TAS,192,Bass,8339,St Leonards,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,426,-10.75
TAS,192,Bass,33084,Summerhill (Bass),41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,1128,12.81
TAS,192,Bass,33084,Summerhill (Bass),40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,758,-12.81
TAS,192,Bass,8342,Trevallyn,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,670,5.03
TAS,192,Bass,8342,Trevallyn,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,649,-5.03
TAS,192,Bass,8338,Trevallyn Central,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,855,8.73
TAS,192,Bass,8338,Trevallyn Central,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,409,-8.73
TAS,192,Bass,8344,Waverley,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,564,13.93
TAS,192,Bass,8344,Waverley,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,252,-13.93
TAS,192,Bass,8293,West Launceston,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,808,7.93
TAS,192,Bass,8293,West Launceston,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,398,-7.93
TAS,192,Bass,8345,Weymouth,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,62,-4.58
TAS,192,Bass,8345,Weymouth,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,106,4.58
TAS,192,Bass,8347,Whitemark,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,150,8.64
TAS,192,Bass,8347,Whitemark,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,176,-8.64
TAS,192,Bass,8349,Winnaleah,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,66,11.28
TAS,192,Bass,8349,Winnaleah,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,95,-11.28
TAS,192,Bass,8350,Youngtown,41546,TEESDALE,Jess,1,Y,N,ALP,Australian Labor Party,904,14.13
TAS,192,Bass,8350,Youngtown,40756,ARCHER,Bridget Kathleen,3,N,Y,LP,Liberal,586,-14.13
TAS,193,Braddon,8359,Acton,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,736,14.12
TAS,193,Braddon,8359,Acton,40762,HINGSTON,Mal,6,N,N,LP,Liberal,306,-14.12
TAS,193,Braddon,8362,Boat Harbour,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,181,8.57
TAS,193,Braddon,8362,Boat Harbour,40762,HINGSTON,Mal,6,N,N,LP,Liberal,170,-8.57
TAS,193,Braddon,8365,Burnie,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,416,15.24
TAS,193,Braddon,8365,Burnie,40762,HINGSTON,Mal,6,N,N,LP,Liberal,216,-15.24
TAS,193,Braddon,33832,Burnie PPVC,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,4962,15.36
TAS,193,Braddon,33832,Burnie PPVC,40762,HINGSTON,Mal,6,N,N,LP,Liberal,3297,-15.36
TAS,193,Braddon,8367,Calder,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,107,15.49
TAS,193,Braddon,8367,Calder,40762,HINGSTON,Mal,6,N,N,LP,Liberal,87,-15.49
TAS,193,Braddon,8368,Cooee,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,387,10.81
TAS,193,Braddon,8368,Cooee,40762,HINGSTON,Mal,6,N,N,LP,Liberal,300,-10.81
TAS,193,Braddon,8370,Currie,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,311,13.62
TAS,193,Braddon,8370,Currie,40762,HINGSTON,Mal,6,N,N,LP,Liberal,311,-13.62
TAS,193,Braddon,83767,Devonport,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,421,15.31
TAS,193,Braddon,83767,Devonport,40762,HINGSTON,Mal,6,N,N,LP,Liberal,255,-15.31
TAS,193,Braddon,8371,Devonport Central,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,586,17.64
TAS,193,Braddon,8371,Devonport Central,40762,HINGSTON,Mal,6,N,N,LP,Liberal,347,-17.64
TAS,193,Braddon,108911,Devonport North,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,83,9.46
TAS,193,Braddon,108911,Devonport North,40762,HINGSTON,Mal,6,N,N,LP,Liberal,71,-9.46
TAS,193,Braddon,8401,Devonport North West,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,1160,15.76
TAS,193,Braddon,8401,Devonport North West,40762,HINGSTON,Mal,6,N,N,LP,Liberal,769,-15.76
TAS,193,Braddon,34286,Devonport South,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,861,19.54
TAS,193,Braddon,34286,Devonport South,40762,HINGSTON,Mal,6,N,N,LP,Liberal,485,-19.54
TAS,193,Braddon,8432,Devonport West,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,191,6.18
TAS,193,Braddon,8432,Devonport West,40762,HINGSTON,Mal,6,N,N,LP,Liberal,199,-6.18
TAS,193,Braddon,8375,Don,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,594,21.57
TAS,193,Braddon,8375,Don,40762,HINGSTON,Mal,6,N,N,LP,Liberal,379,-21.57
TAS,193,Braddon,8372,East Devonport,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,927,16.66
TAS,193,Braddon,8372,East Devonport,40762,HINGSTON,Mal,6,N,N,LP,Liberal,564,-16.66
TAS,193,Braddon,33831,East Devonport BRADDON PPVC,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,4734,14.81
TAS,193,Braddon,33831,East Devonport BRADDON PPVC,40762,HINGSTON,Mal,6,N,N,LP,Liberal,3647,-14.81
TAS,193,Braddon,65617,EAV Braddon PPVC,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,4,80
TAS,193,Braddon,65617,EAV Braddon PPVC,40762,HINGSTON,Mal,6,N,N,LP,Liberal,0,-80
TAS,193,Braddon,8376,Edith Creek,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,59,4.96
TAS,193,Braddon,8376,Edith Creek,40762,HINGSTON,Mal,6,N,N,LP,Liberal,98,-4.96
TAS,193,Braddon,8378,Elliott,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,224,20.8
TAS,193,Braddon,8378,Elliott,40762,HINGSTON,Mal,6,N,N,LP,Liberal,154,-20.8
TAS,193,Braddon,8379,Forest,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,104,12.33
TAS,193,Braddon,8379,Forest,40762,HINGSTON,Mal,6,N,N,LP,Liberal,174,-12.33
TAS,193,Braddon,8380,Forth,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,267,11.15
TAS,193,Braddon,8380,Forth,40762,HINGSTON,Mal,6,N,N,LP,Liberal,220,-11.15
TAS,193,Braddon,8381,Gawler,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,247,13.23
TAS,193,Braddon,8381,Gawler,40762,HINGSTON,Mal,6,N,N,LP,Liberal,220,-13.23
TAS,193,Braddon,8382,Grassy,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,61,23.01
TAS,193,Braddon,8382,Grassy,40762,HINGSTON,Mal,6,N,N,LP,Liberal,41,-23.01
TAS,193,Braddon,8384,Havenview,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,249,10.13
TAS,193,Braddon,8384,Havenview,40762,HINGSTON,Mal,6,N,N,LP,Liberal,142,-10.13
TAS,193,Braddon,8361,Heybridge,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,154,13.93
TAS,193,Braddon,8361,Heybridge,40762,HINGSTON,Mal,6,N,N,LP,Liberal,125,-13.93
TAS,193,Braddon,8385,Highclere,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,84,28.63
TAS,193,Braddon,8385,Highclere,40762,HINGSTON,Mal,6,N,N,LP,Liberal,64,-28.64
TAS,193,Braddon,8615,Latrobe,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,592,17.32
TAS,193,Braddon,8615,Latrobe,40762,HINGSTON,Mal,6,N,N,LP,Liberal,450,-17.32
TAS,193,Braddon,83761,Latrobe South,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,664,14.34
TAS,193,Braddon,83761,Latrobe South,40762,HINGSTON,Mal,6,N,N,LP,Liberal,547,-14.34
TAS,193,Braddon,8391,Marrawah,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,60,9.97
TAS,193,Braddon,8391,Marrawah,40762,HINGSTON,Mal,6,N,N,LP,Liberal,98,-9.97
TAS,193,Braddon,8393,Melrose,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,138,21.98
TAS,193,Braddon,8393,Melrose,40762,HINGSTON,Mal,6,N,N,LP,Liberal,139,-21.98
TAS,193,Braddon,8396,Montello,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,551,14.54
TAS,193,Braddon,8396,Montello,40762,HINGSTON,Mal,6,N,N,LP,Liberal,265,-14.54
TAS,193,Braddon,8398,Moorleah,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,104,10.92
TAS,193,Braddon,8398,Moorleah,40762,HINGSTON,Mal,6,N,N,LP,Liberal,97,-10.92
TAS,193,Braddon,109711,Moriarty,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,66,8.73
TAS,193,Braddon,109711,Moriarty,40762,HINGSTON,Mal,6,N,N,LP,Liberal,76,-8.73
TAS,193,Braddon,8399,Natone,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,52,9.54
TAS,193,Braddon,8399,Natone,40762,HINGSTON,Mal,6,N,N,LP,Liberal,56,-9.54
TAS,193,Braddon,8402,North Motton,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,124,11.48
TAS,193,Braddon,8402,North Motton,40762,HINGSTON,Mal,6,N,N,LP,Liberal,159,-11.48
TAS,193,Braddon,8404,Penguin,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,743,13.89
TAS,193,Braddon,8404,Penguin,40762,HINGSTON,Mal,6,N,N,LP,Liberal,508,-13.89
TAS,193,Braddon,8649,Port Sorell,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,583,10.83
TAS,193,Braddon,8649,Port Sorell,40762,HINGSTON,Mal,6,N,N,LP,Liberal,575,-10.83
TAS,193,Braddon,97921,Port Sorell West,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,558,17.56
TAS,193,Braddon,97921,Port Sorell West,40762,HINGSTON,Mal,6,N,N,LP,Liberal,439,-17.56
TAS,193,Braddon,8406,Preston,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,59,8.46
TAS,193,Braddon,8406,Preston,40762,HINGSTON,Mal,6,N,N,LP,Liberal,61,-8.46
TAS,193,Braddon,8652,Queenstown,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,169,19.88
TAS,193,Braddon,8652,Queenstown,40762,HINGSTON,Mal,6,N,N,LP,Liberal,90,-19.88
TAS,193,Braddon,34052,Queenstown PPVC,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,520,31.9
TAS,193,Braddon,34052,Queenstown PPVC,40762,HINGSTON,Mal,6,N,N,LP,Liberal,247,-31.9
TAS,193,Braddon,8409,Riana,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,66,16.07
TAS,193,Braddon,8409,Riana,40762,HINGSTON,Mal,6,N,N,LP,Liberal,57,-16.07
TAS,193,Braddon,8410,Ridgley,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,237,2.99
TAS,193,Braddon,8410,Ridgley,40762,HINGSTON,Mal,6,N,N,LP,Liberal,268,-2.99
TAS,193,Braddon,8411,Rocky Cape,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,116,14.99
TAS,193,Braddon,8411,Rocky Cape,40762,HINGSTON,Mal,6,N,N,LP,Liberal,146,-14.99
TAS,193,Braddon,65442,Romaine,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,708,14.56
TAS,193,Braddon,65442,Romaine,40762,HINGSTON,Mal,6,N,N,LP,Liberal,388,-14.56
TAS,193,Braddon,8658,Rosebery,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,202,15.88
TAS,193,Braddon,8658,Rosebery,40762,HINGSTON,Mal,6,N,N,LP,Liberal,97,-15.88
TAS,193,Braddon,8666,Sassafras,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,88,9.84
TAS,193,Braddon,8666,Sassafras,40762,HINGSTON,Mal,6,N,N,LP,Liberal,181,-9.84
TAS,193,Braddon,8390,Shorewell Park,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,592,12.89
TAS,193,Braddon,8390,Shorewell Park,40762,HINGSTON,Mal,6,N,N,LP,Liberal,344,-12.89
TAS,193,Braddon,8412,Sisters Beach,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,150,4.96
TAS,193,Braddon,8412,Sisters Beach,40762,HINGSTON,Mal,6,N,N,LP,Liberal,92,-4.96
TAS,193,Braddon,8413,Sisters Creek,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,48,9.93
TAS,193,Braddon,8413,Sisters Creek,40762,HINGSTON,Mal,6,N,N,LP,Liberal,57,-9.93
TAS,193,Braddon,8414,Smithton,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,468,16.85
TAS,193,Braddon,8414,Smithton,40762,HINGSTON,Mal,6,N,N,LP,Liberal,521,-16.85
TAS,193,Braddon,109798,Smithton PPVC,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,919,15.2
TAS,193,Braddon,109798,Smithton PPVC,40762,HINGSTON,Mal,6,N,N,LP,Liberal,1157,-15.2
TAS,193,Braddon,8415,Somerset,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,787,14.61
TAS,193,Braddon,8415,Somerset,40762,HINGSTON,Mal,6,N,N,LP,Liberal,512,-14.61
TAS,193,Braddon,8416,South Riana,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,96,12.17
TAS,193,Braddon,8416,South Riana,40762,HINGSTON,Mal,6,N,N,LP,Liberal,99,-12.17
TAS,193,Braddon,108440,Special Hospital Team 1,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,210,14.09
TAS,193,Braddon,108440,Special Hospital Team 1,40762,HINGSTON,Mal,6,N,N,LP,Liberal,182,-14.09
TAS,193,Braddon,108950,Special Hospital Team 2,41513,URQUHART,Anne,4,Y,N,ALP,Australian Labor Party,180,13.78
